id,dimension,text,rater_one,rater_two,rater_three,average_score
AU01.001209,d4_family_system,"Sie sagen, eine Trennung kommt mit der aktuellen Familiensituation nicht in Frage. Darf ich nachfragen, ob es schon mal Mitglieder der Familie gab, die sich getrennt haben oder wie in ihrer Familie über Trennungen gesprochen wird?",3,4,4,3.667
AU01.001210,d4_family_system,"Ich habe rausgehört, dass sie das Gefühl haben, den Werten und Traditionen aus dem Iran oder ihrer Eltern folgen zu müssen und dass da gleichzeitig manchmal ein Widerspruch entsteht zu dem, was sie vielleicht persönlich machen wollen würden. Was sind das denn für Werte und Traditionen, den sie sich verpflichtet fühlen?",3,3,4,3.333
AU01.001211,d4_family_system,"Ich habe herausgehört, dass sie nach dieser Situation mit ihrer Mutter verständlicherweise wütend sind, ass die ihr Geld für Deko verwendet hat und sich gleichzeitig wünschen würden, dass ihre Mutter sich auch mehr in ihre Lage reinversetzt.",2,2,2,2.0
AU01.001254,d4_family_system,"Man hört und ich kann das auch sehr gut verstehen, dass sie das wütend macht. Mich würde interessieren, was sie sich von ihr wünschen würden, was so ein Wunsch an sie wäre, wie diese Beziehung ist, wie ihre Mutter sich verhält.",3,3,3,3.0
AU01.001255,d4_family_system,"Haben sie mit Familienmitgliedern über ihre Situation gesprochen oder ist das alles unausgesprochen, dass das, wie die dazu stehen würden oder konnten sie sich schon jemandem oder wollten konkret anvertrauen? Das fände ich spannend, was dazu gesagt wurde.",3,3,3,3.0
AU01.001256,d4_family_system,"Es gibt ganz viele spannende Aspekte, wo ich genauer nachfragen würde, was mich auch sehr interessieren würde, wie es für sie war, dann auszuziehen und so. Aber vielleicht erst mal, was hat sie dazu bewogen, sich ihrer Mutter anzuvertrauen? Wie war das damals? Obwohl ihnen ja wahrscheinlich bewusst war, dass es auch nicht ganz einfach ist für sie beide.",3,3,3,3.0
AU01.001279,d4_family_system,"Das klingt nach einem großen Zwiespalt, in dem Sie da sind. Einerseits Ihrem Wunsch nach Freiheit, nach Autonomie. Andererseits Ihrem Wunsch, Ihrer Familie nah zu bleiben, verbunden zu bleiben. Und diesen Wunsch sehen Sie bedroht. Oder diese Wünsche sehen Sie sich gegenseitig bedrohen. Haben Sie dann das Gefühl, dass diese Situation, die Sie gerade beschrieben hat, damit zusammenhängt, wie es Ihnen gerade geht?",3,3,3,3.0
AU01.001280,d4_family_system,"Da haben Sie das Gefühl, dass Sie die Feststeckung in den Vorstellungen Ihrer Eltern oder in der Situation Ihrer Eltern und das stelle ich mir wahnsinnig belastend vor, gibt es denn die Möglichkeit, dass Sie darüber, wie es Ihnen jetzt gerade geht oder was auch Ihre Gedanken und Gefühle zu diesem Thema sind, dass Sie das mit Ihren Eltern besprechen?",4,4,3,3.667
AU01.001281,d4_family_system,"Da waren sie ganz geschockt, als sie gesehen haben, was ihre Mutter sich alles Neues gekauft hat und was sie mit dem ausgelegenen Geld gemacht hat. Weil das Dinge sind, die sie sich nicht finanzieren können oder nur ganz schwer finanzieren können. Gibt es denn solche Konflikte öfters in ihrer Familienumwelt?",4,4,3,3.667
AU01.001306,d4_family_system,"Ich sehe, dass sie sich in einer sehr herausfordernden Situation befinden und auch in einem ziemlichen Dilemma. Ich kann gut nachvollziehen, dass es für sie gerade sehr schwer ist.",1,2,2,1.667
AU01.001325,d4_family_system,"Ich verstehe, dass es Ihnen sehr wichtig ist, dass es allen in der ganzen Familie gut geht und sich alle wohlfühlen. Wie darf ich mir Ihre Mutter in der Situation vorstellen? Welche Meinung hat sie dazu?",4,4,4,4.0
AU01.001326,d4_family_system,"Das klingt nach einer wirklich schwierigen Situation. Gibt es denn Familienmitglieder, wo ähnliche Situationen schon vorgekommen sind? Wie hat da die Familie reagiert?",3,4,3,3.333
AU01.001327,d4_family_system,"Wenn Sie so davon erzählen und mir gegenüber sitzen, sehe ich auch, dass Sie sehr belastet wirken. Welche Motivation oder welche Gedanken könnte denn Ihr Vater haben? Haben Sie eine Idee?",4,4,4,4.0
AU01.001341,d4_family_system,"Das sind große Verpflichtungen, die Sie haben in Ihrer Familie und wahrscheinlich hängt auch an Ihrem Funktionieren sehr viel. Nichtsdestotrotz berichten Sie mir ja auch, dass es Ihnen aktuell schlecht geht und Ihnen diese Aufgaben schwerfallen. Was glauben Sie, wie würde Ihr Mann reagieren, wenn er darum wüsste, wie es Ihnen aktuell geht?",3,4,4,3.667
AU01.001342,d4_family_system,"Kennen Sie so ein Verhalten von Ihrer Mutter und ja wahrscheinlich war das eine, das auch irgendwie wütend gemacht zu sehen, dass Ihre Mutter auf der einen Seite Ihnen gegenüber eine Not äußert und auf der anderen Seite aber schon finanzielle Ressourcen für andere Dinge hat. Wie wäre das denn in Ihrer Familie, wenn Sie so einer Bitte nicht nachkommen würden oder wenn Sie die Wut, die Sie in dem Moment gespürt haben, auch offen äußern würden?",3,3,4,3.333
AU01.001343,d4_family_system,"Ich verstehe, das klingt nach einem Dilemma. Auf der einen Seite beschreiben sie eine Dankbarkeit ihren Eltern gegenüber und auch ein Gefühl der Verpflichtung, ihre Erwartungen zu erfüllen. Und auf der anderen Seite unterscheidet sich aber auch das Leben, das sie führen und das Leben von ihren Eltern. Und sie haben auch das Bedürfnis, sich selbst zu entwickeln und ihren eigenen Weg zu gehen. Was glauben Sie, wie würden ihre Eltern reagieren, wenn sie diese Gedanken kennen würden? Was hätte das für Konsequenzen?",4,4,4,4.0
AU01.001385,d4_family_system,Können Sie mit Ihrer Mutter über die Belastungen reden?,2,3,3,2.667
AU01.001386,d4_family_system,"Wie wäre es, wenn Sie dies Ihren Eltern erzählen würden, diese Diskrepanz zwischen den Werten der Kindheit und dem Aufwachsen hier in Deutschland?",3,4,3,3.333
AU01.001387,d4_family_system,"Und wie sieht es mit Ihren Erwartungen aus, was Ihre Rolle betrifft als gute Hausfrau? Wie sehen Sie sich als gute Hausfrau?",1,1,2,1.333
AU01.001430,d4_family_system,"Wie reagiert sie, wenn sie sich darauf ansprechen? Ist sowas möglich?",2,3,2,2.333
AU01.001431,d4_family_system,"Das klingt nach einer wirklich schweren Bürde, nach einem großen Gewicht, das Sie damit sich umtragen. Gibt es jemanden, mit dem Sie das teilen können? Eine Schwester? Können Sie mit Ihrer Mutter über sowas sprechen? Wer ist da an Ihrer Seite?",3,4,3,3.333
AU01.001432,d4_family_system,"Ihr Vater übt ja ganz schön Druck aus, so das ist ganz schön klare Meinung, die er da vertritt. Haben Sie schon mal mit ihm darüber gesprochen, wie es Ihnen da geht? Kann er da Verständnis dafür zeigen?",4,3,3,3.333
AU01.001449,d4_family_system,"Da hat das Wohlergehen Ihrer Familie oder Familien einen ganz hohen Stellenwert bei Ihnen, so wie ich das höre. Was befürchten Sie denn, wie Ihre Familien reagieren könnten oder wie es Ihren Familienmitgliedern gehen würden, falls Sie die Verbindung zu Ihrem Freund lösen würden?",4,4,3,3.667
AU01.001450,d4_family_system,"Da waren sie dann ganz schön sauer auf ihre Mutter, was ich gut nachvollziehen kann und sie sagen ja, natürlich helfe ich, also es ist ihnen ganz wichtig im Familiensystem zueinander zu stehen, sich zu helfen, füreinander da zu sein und das haben sie in dem Fall dann auch getan. Was würden sie sich denn von ihrer Mutter anders wünschen in dieser konkreten Situation?",3,3,3,3.0
AU01.001451,d4_family_system,"Es klingt so, als hätten da einfach zwei Werte in ihrem Leben so konkurriert oder würden konkurrieren. Zum einen der Wunsch nach Autonomie und der eigenen Lebensgestaltung und auf der anderen Seite die Loyalität zur Familie. Und jetzt haben sie sich da so, wenn ich das so höre, ist es ganz schön, löst dieser Wertekonflikt auch ganz schön Druck aus.",2,2,2,2.0
AU01.001478,d4_family_system,wichtig ist es hier heraus zu arbeiten wo genau ihre schuld bestehen soll wenn sie ihren eigenen weg gehen sollten und woran sich das genau fest macht sie haben ja bestimmte gründe so zu denken die haben sich manifestiert aber sie haben natürlich auch einen ganz großen wiederwellen und da müssen wir genauer hinschauen ob diese gedankengänge der schuld wenn sie hier in deutschland leben und ihre werte ausleben wirklich so noch weiter nicht hinterfragt werden können wie sie es bisher machen,0,1,1,0.667
AU01.001479,d4_family_system,"Ich kann sehr gut nachvollziehen, dass sie entsprechende Gedanken und Gefühle hegen bezüglich eines möglichen Auszuges und die Konsequenzen auch hier betrachten und hier sollten wir weiter auch ihre Gefühle im Hinblick, was sie erlernt haben, nachschauen, ob sie hier entsprechend auch Möglichkeiten sehen, Sachen von anderen Blickwinkel mal zu betrachten und dann hier eine freie Entscheidung zu treffen, in welche Richtung es gehen könnte.",0,1,1,0.667
AU01.001480,d4_family_system,wichtig in diesem moment ist es in sich hinein zu schauen welche erwartungen der mann von ihnen hat und einfach noch mal sich zu der gewärtigen was das mit ihnen macht mit diesen erwartungen und ob sie dem immer gerecht werden können oder auch wollen und ob sie hier mit ihrem mann auch gemeinsam diese gefühle erforschen können weil sie ja das sehr stark belastet und das hat eindeutig natürlich auch kulturelle hintergründe nichtsdestotrotz müssen wir hier natürlich auch schauen was das mit ihnen macht und wie stark hier ein veränderungsbedarf bei ihnen besteht etwas zu ändern,1,1,1,1.0
AU01.001495,d4_family_system,"Ja, genau. Sie sind aus einer Familie mit Werten und klaren Regeln hierhergekommen. Was denken Sie, wer wird am meisten das nicht akzeptieren, wenn sie vielleicht ihr eigenes Leben leben möchten und sich so ein Stück weit von den Werten ihres Ursprungslandes vielleicht entfernen?",2,3,2,2.333
AU01.001497,d4_family_system,"Ja, Ihre Mutter scheint von Ihnen zu erwarten, dass Sie die Verantwortung auch übernehmen, dass es Ihren Eltern auch gut geht, dass sie alles haben, was sie brauchen. Ja, wie ist das für Sie, wenn Ihre Mutter solche Anforderungen und Erwartungen an Sie hat?",3,3,2,2.667
AU01.001498,d4_family_system,"Ja, sie haben viel zu tun, um die Familie zu versorgen und es gehören ja auch einige Menschen zu ihrer Familie und sie müssen bis spät in die Nacht teilweise dafür, die sie versorgen. Ja, wie wäre es denn? Was würde denn passieren? Was würde ihr Mann sagen, wenn sie vielleicht sowas sagen würden wie das, ich kann das nicht mehr, ich habe keine Kraft mehr.",3,3,3,3.0
AU01.001522,d4_family_system,"Sie haben für sich also erkannt, dass es Ihnen in dieser Situation nicht gut geht. Aber Sie wollen Rücksicht nehmen auf die Familie. Denken Sie, dass dieser Zusammenhang darin auch besteht, dass es Ihnen so schlecht geht, weil Sie wissen, dass es wenig Ausweg gibt aus der Situation?",2,2,3,2.333
AU01.001523,d4_family_system,"Sie stehen also ganz schön zwischen den Stühlen und haben einerseits schon ganz viel erreicht und andererseits tauchen da noch schwierige Situationen auf. Was denken Sie, wie das zusammenhängt, dieses schlechte Gefühl der Mutter gegenüber?",3,3,2,2.667
AU01.001524,d4_family_system,"Es klingt danach, dass sie ganz schön zwischen den Stühlen stehen, dass sie eine große Entscheidung vor sich haben zu sehen, entweder ich habe meine Freiheit, aber meine Familie nicht oder umgekehrt. Das stelle ich mir ganz schön belastend vor.",2,2,2,2.0
AU01.001545,d4_family_system,"Ja, das ist interessant. Das passiert in vielen Familien, dass man eben Erwartungen der anderen, der Eltern oder auch der Kinder, dass man die Erwartungen immer sehr schnell erfüllt, anstatt über zu überlegen, ob man auch mit Reden weiterkäme und ob man vielleicht auch mal nein sagen könnte oder ob man selber auch mal sich was wünschen könnte oder auch mal der Mutter erzählen könnte, wie es ihnen materiell geht und was sie alles noch sich wünschen würden. Also sie können da einfach auch mal den Spieß umdrehen. Sie müssen ja nicht immer nur die Geberin sein. Sie können auch mal die Rolle wechseln. Macht ihre Mutter ja auch. Sie ist jetzt nicht mehr die fürsorgliche, sondern sie ist schon die fordernde. Also dieses Rollenwechseln, das gibt es in allen Familien und das dürfen sie auch.",1,0,1,0.667
AU01.001546,d4_family_system,"Ja, sie sind nicht schuldig an dem System, dem ihre Eltern entflohen sind. Das zeigt sich gerade jetzt aktuell politisch sehr deutlich. Iran wird angegriffen, die Atom- und die Waffenlager werden jetzt zerstört. Also es gibt auch viele Landsleute von ihnen, die sich jetzt wirklich auch auf eine neue Welt freuen oder eben erhoffen. Also von daher sind die Schuldgefühle, müssen sie mal überlegen, ob sie die wirklich auf sich selbst beziehen oder ob man da gucken kann oder wie man vielleicht auch die Eltern mit den Eltern ins Gespräch kommen kann, was sie alles durchgemacht haben. Meistens ist es wichtig zu reden, mit dabei zu sein, nochmal alles mit nachzuerleben. Das ist eigentlich so eine Aufarbeitung miteinander. Das können sie machen und dann haben sie selber auch keine schlechten Gefühle, sondern sie sind froh, dass ihr das geschafft habt.",1,0,1,0.667
AU01.001547,d4_family_system,"Ja, das haben Väter so an sich. Die wollen ja das Beste für ihr Kind und gerade für ihre Tochter immer das Beste und bilden sich ein, dass sie genau wissen, was das Beste ist. Aber gut, ihr seid zusammen, ihre Mutter und sie und ihr müsst es halt zusammen erstmal gut, dass sie es miteinander teilen und ihr müsst es halt einfach noch eine Weile mit euch tragen, bis ihr glaubt, vielleicht miteinander oder es passiert per Zufall, dass ihr Vater es dann doch rausfindet. Beziehungsweise sie beschließen mit ihrer Mutter, dass sie es ihrem Vater sagen können, dass sie einen deutschen Freund haben und dass sie mit ihm sehr glücklich sind. Daher werden ihm vielleicht auch Zeit geben müssen, das zu verarbeiten, weil er ist ja selber auch nach Deutschland gekommen, also wird er schon die Gründe nachvollziehen können.",1,0,1,0.667
AU01.001580,d4_family_system,"Ja, ich höre und sie geben ihr Bestes, um diese Erwartungen zu erfüllen, aber was ist denn wenn sie nicht mehr können, wenn sie krank werden? Wer aus ihrer Familie übernimmt das dann? Wie würde das funktionieren?",3,3,2,2.667
AU01.001581,d4_family_system,"Ja, das sehe ich, dass sie traurig macht, dass da so zwei Bedürfnisse in ihnen sind. Es ist eine nach Freiheit, aber dieses andere auch weiter zur Familie zu gehören und anderen nicht zu verärgern oder wenn sich nicht was Schlimmstenfalls passieren würde, Kontakt zu verlieren. Ja, und dann denke ich, höre ich schon draus, dass die Entscheidung schon ist, bei der Familie zu bleiben, bis sie heiraten und dass ihre andere, diese freiheitsliebende Seite, erst mal ein Stück wegstecken muss.",1,1,2,1.333
AU01.001582,d4_family_system,"Ja, ich verstehe oder höre Sie so an, als hätten Sie das schon gut abgewogen, was eine Trennung bedeuten würde für Ihre Familie und die Familie Ihres Freundes, also dass das sehr viel Unruhe und dann auch Leid bringen würde über die gesamten Familien und dass Sie sich da deswegen entscheiden, eher in der Beziehung zu bleiben, auch wenn Sie nicht wirklich glücklich darin sind.",2,1,2,1.667
AU01.001687,d4_family_system,"Das klingt für mich auf jeden Fall nach einer sehr belastenden Situation, wenn jemand, dem man vertraut um Geld bittet und es dann für was ganz anderes ausgibt. Was hat es denn für Gefühle in Ihnen ausgelöst bezüglich Ihrem Mutter?",2,3,3,2.667
AU01.001688,d4_family_system,"Das klingt für mich nach einem starken inneren Dilemma, einerseits der Wunsch nach mehr Freiheit und Selbständigkeit und andererseits aber die Angst, den Kontakt zur Familie zu gefährden. Was glauben Sie denn, was es für Ihren Vater bedeuten würde, wenn Sie ausziehen? Haben Sie eine Vorstellung, warum er denn so stark reagiert?",4,4,4,4.0
AU01.001689,d4_family_system,"Das klingt für mich in einer schwierigen Lage. Sie haben die Entscheidung getroffen, die für Sie richtig ist, aber spüren jetzt eben, dass es für Ihre Mutter auch belastend ist, mit diesem Druck und diesem Unausgesprochenen umzugehen. Welche Bedeutung hat es denn für Ihre Familie, wer wen heiratet? Also was glauben Sie, würde das für Ihren Vater bedeuten, wenn er das erfährt?",4,4,4,4.0
