id,dimension,text,text_en,rater_one,rater_two,rater_three,average_score
AU01.003266,d3_cultural_factors,"Das klingt so, obwohl sie eigentlich Menschen um sich rum hätten, sie sich trotzdem da nicht so ganz aufgefangen fühlen und da trotzdem so eine Einsamkeit mitschwingt. Sie haben jetzt auch erwähnt, dass ihre Eltern aus Polen kommen und sie haben eigentlich den Eindruck gehabt, sie sind hier aufgewachsen und ganz gut ankommen. Haben sie trotzdem das Gefühl, dass da manchmal da so ein bisschen eine Spalte zwischen ihnen und ihren Freunden ist, was von ihrer Herkunft herrührt? Spüren sie da manchmal von ihren Freunden, dass sie deswegen vielleicht ausgeschlossen werden oder dass sie da sich nicht so ganz auf einer Wellenlänge verstehen können oder haben sie den Eindruck, dass es da vielleicht auch andere Gründe gibt, wieso sie sich so einsam fühlen?","It sounds like, even though they actually have people around them, they still don't feel completely contained there and there's still a feeling of loneliness there. You've also mentioned that your parents come from Poland and you actually had the impression that they grew up here and were getting along quite well. Do you still have the feeling that there is sometimes a bit of a gap between you and your friends, which comes from your background? Do you sometimes feel from your friends that you might be excluded because of this or that they don't quite get along on the same wavelength or do you have the impression that there might be other reasons why you feel so lonely?",3,4,4,3.667
AU01.003267,d3_cultural_factors,"Ich finde das sehr interessant, was Sie da beschreiben. Sie sagen also, wenn ich das richtig verstehe, dass Menschen mit Migrationshintergrund, also einer Gruppe, der Sie auch angehören, dass es sich da nicht gehören würde, an die Uni zu gehen, zu studieren. Mich würde wirklich sehr interessieren, von wo dieser Glaubenssatz oder diese Annahme kommt. Haben Sie das Gefühl, das hatten Sie einfach schon immer so oder haben Sie das eventuell in Ihrem Umfeld gelernt? Was glauben Sie könnten dann so Einflussfaktoren gewesen sein?","I find what you describe very interesting. So, if I understand correctly, you are saying that people with a migrant background, a group that you also belong to, that it is not appropriate for them to go to university and study. I would be really interested to know where this belief or assumption comes from. Do you feel like you've always had it that way or maybe you learned it from those around you? What do you think could have been influencing factors?",4,3,4,3.667
AU01.003284,d3_cultural_factors,"Das klingt, als wären sie da in einem ziemlichen Zwiespalt, in dem sie versuchen, die Welt ihrer Freunde mit der ihrer Familie irgendwie in Einklang zu bringen. Und das stelle ich mir sehr schwierig vor, wenn sie in keiner Welt so richtig Verständnis erfahren.","It sounds like they're in a bit of a dilemma, trying to somehow balance the world of their friends with that of their family. And I imagine that to be very difficult if they don't really experience understanding in any world.",3,2,2,2.333
AU01.003285,d3_cultural_factors,"Das klingt für mich, als würden Sie ganz schön hohe Anforderungen an sich stellen, die Sprache hier perfekt sprechen zu müssen, um dazu zu gehören. Denken Sie denn, dass man perfekt sein muss, um dazu zu gehören?","It sounds to me as if you are placing quite high demands on yourself, having to speak the language here perfectly in order to belong. Do you think you have to be perfect to belong?",1,1,2,1.333
AU01.003286,d3_cultural_factors,"Denken Sie, das hat was mit der anderen Herkunft ihrer Eltern zu tun, die sich nach Polen vielleicht zurücksehen oder viel an ihre alte Heimat denken?","Do you think this has something to do with the different origins of your parents, who perhaps look back to Poland or think a lot about their old homeland?",3,3,2,2.667
AU01.003302,d3_cultural_factors,"Ja, da haben Sie recht. Das ist leider die Realität, dass Menschen mit Migrationshintergrund Diskriminierung erfahren und da viel Ungerechtigkeit herrscht. Können Sie sich vorstellen, dass diese Erfahrung, die sie machen, also Diskriminierung und ja, dieser Benachteiligung, dass das auch mit ihrem psychischen Zustand, also der Belastung und wie es ihnen geht zusammenhängen kann.","Yes, you're right. Unfortunately, this is the reality that people with a migrant background experience discrimination and there is a lot of injustice. Can you imagine that this experience that they have, that is, discrimination and yes, this disadvantage, that it can also be related to their psychological state, i.e. the stress and how they are doing.",4,4,4,4.0
AU01.003303,d3_cultural_factors,"Ja, das kann ich sehr gut nachvollziehen, dass dieses Gefühl, nicht richtig dazu zu gehören, auch sehr belastend sein kann und dafür, dass sie erst ein halbes Jahr hier sind, ist es wirklich sehr beeindruckend, wie gut sie Deutsch sprechen können und ja, das ist einfach beeindruckend auch und diese Belastung, die sie beschreiben, nicht richtig dazu zu gehören, können sie sich vorstellen, dass das mit ihrem psychischen Zustand, also dass es ihnen nicht gut geht, zusammenhängen kann.","Yes, I can understand that very well, that this feeling of not really belonging can also be very stressful and considering that you have only been here for six months, it is really very impressive how well you can speak German and yes, that is simply impressive and the stress that you describe of not really belonging, you can imagine that it can be related to their psychological state, i.e. that they are not feeling well.",3,4,3,3.333
AU01.003304,d3_cultural_factors,"Ja, das Gefühl, ausgeschlossen zu werden und sich allein zu fühlen, das ist natürlich auch sehr belastend und sie da ja auch irgendwie in zwei Welten leben mit ihren Eltern, die noch sehr am Polen hängen, aber auch ihren Freunden hier und die ja auch hier aufgewachsen sind, können sie sich vorstellen, dass dieses Gefühl, ausgeschlossen zu sein oder nicht richtig dazu zu gehören, auch damit zusammenhängen kann, dass es ihnen nicht so gut geht und sie sehr belastet sind.","Yes, the feeling of being excluded and feeling alone is of course also very stressful and you somehow live in two worlds with your parents, who are still very attached to Poland, but also their friends here and who also grew up here, you can imagine that this feeling of being excluded or not really belonging can also be related to the fact that they are not doing so well and are very burdened.",4,4,4,4.0
AU01.003336,d3_cultural_factors,"Woher wissen sie, dass Menschen mit Migrationshintergrund nicht an die Uni gehören? Wer hat ihnen das gesagt? Könnte es vielleicht sein, dass sie das hier in Deutschland gehört haben, von Menschen, die sie diskriminiert haben? Das wäre nicht ungewöhnlich, dass sie dem Ganzen erstmal Glauben schenken. Ich möchte das mit ihnen zusammen verstehen, woher dieser Glaubenssatz kommt.","How do you know that people with a migration background don't belong at the university? Who told them that? Could it be that you heard that here in Germany, from people who discriminated against you? It wouldn't be unusual for them to believe the whole thing at first. I would like to understand with you where this belief comes from.",4,4,3,3.667
AU01.003337,d3_cultural_factors,"Verstehe ich das richtig, dass sie sich aktuell nicht zu hundert Prozent zu Hause hier fühlen in Deutschland und sich deswegen immer noch auf eine Art als Außenseiter fühlen, obwohl sie hier aufgewachsen sind, weil sie vielleicht in ihrem Elternhaus eine ganz andere Kultur leben, das einfach ja ein großer Unterschied ist zwischen dem, was sie in ihrem Freundeskreis und dem, was sie in ihrem Elternhaus mitgegeben bekommen. Kann es sein, dass sie so wie zwischen den Welten stehen?","Do I understand correctly that they currently don't feel 100 percent at home here in Germany and therefore still feel like outsiders in a way, even though they grew up here, because perhaps they live a completely different culture in their parents' house, and that there is simply a big difference between what they get from their circle of friends and what they are given in their parents' house. Could it be that they are standing between worlds?",4,4,4,4.0
AU01.003338,d3_cultural_factors,"Ich höre daraus, dass sie sich sehr sicher sind, sich ihrer Familie gegenüber nicht öffnen zu können und auch ihrem Freundeskreis gegenüber nicht öffnen zu können. Glauben sie, da gibt es Erwartungen, denen sie entsprechen müssen? Und woher kommt ihr Glaube, dass da Erwartungen sind, denen sie entsprechen müssen? Glauben sie, es könnte ihnen helfen, diese Erwartungen auch sich selbst gegenüber ein wenig zu lockern?",I hear from them that they are very sure that they cannot open up to their family and also that they cannot open up to their circle of friends. Do you think there are expectations that you have to live up to? And where does your belief come from that there are expectations that you have to live up to? Do you think it might help you to relax your expectations a little bit about yourself?,1,1,1,1.0
AU01.003365,d3_cultural_factors,"Ich habe das Gefühl, dass es ihnen auch von außen freigemacht würde, an die Uni zu kommen. Denn es ist ja auch so, dass eben weniger Personen, die gerade zu diesem Punkt studieren. Und dann kann es ja auch sein, dass man dann nicht die richtigen Vorbilder hat, dass man dann eben das Gefühl hat, da nicht hinzugehören, dass auch die Familie andere Erwartungen hat. Und dass es generell deswegen einfach schwerer für Personen mit Migrationshintergrund ist, an die Uni zu kommen.","I have the feeling that it would also make it easier for them to come to the university. Because it is also the case that there are fewer people studying on this point. And then it can also be that you don't have the right role models, that you have the feeling that you don't belong there, that your family also has different expectations. And that, in general, it is simply more difficult for people with a migration background to get into university.",3,3,2,2.667
